A20,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A21,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A23,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A24,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A3,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A316,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A4,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A40,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A41,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
City Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:24:38.734416
A1,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A10,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A12,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A13,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A2,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A20,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A21,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A23,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A24,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A3,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A316,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A4,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A40,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A41,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
City Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:25:38.971141
A1,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A10,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A12,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A13,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A2,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A20,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A21,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A23,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A24,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A3,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A316,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A4,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A40,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A41,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
City Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:26:39.203275
A1,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A10,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A12,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A13,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A2,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A20,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A21,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A23,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A24,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A3,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A316,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A4,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A40,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A41,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
City Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:27:39.514283
A1,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A10,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A12,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A13,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A2,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A20,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A21,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A23,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A24,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A3,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A316,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A4,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A40,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A41,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
City Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:28:39.807941
A1,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A10,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A12,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A13,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A2,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A20,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A21,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A23,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A24,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A3,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A316,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A4,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A40,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A41,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
City Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:29:40.298230
A1,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A10,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A12,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A13,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A2,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A20,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A21,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A23,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A24,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A3,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A316,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A4,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A40,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A41,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
City Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:30:40.523136
A1,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A10,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A12,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A13,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A2,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A20,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A21,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A23,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A24,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A3,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A316,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A4,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A40,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A41,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
City Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:31:40.819254
A1,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A10,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A12,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A13,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A2,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A20,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A21,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A23,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A24,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A3,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A316,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A4,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A40,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A41,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
City Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:32:41.235617
A1,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A10,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A12,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A13,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A2,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A20,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A21,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A23,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A24,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A3,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A316,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A4,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A40,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A41,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
City Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:33:41.503224
A1,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A10,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A12,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A13,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A2,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A20,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A21,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A23,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A24,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A3,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A316,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A4,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A40,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A41,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
City Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:34:41.955490
A1,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A10,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A12,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A13,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A2,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A20,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A21,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A23,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A24,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A3,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A316,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A4,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A40,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A41,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
City Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:35:42.374221
A1,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A10,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A12,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A13,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A2,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A20,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A21,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A23,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A24,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A3,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A316,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A4,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A40,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A41,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
City Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:36:42.550804
A1,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A10,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A12,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A13,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A2,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A20,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A21,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A23,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A24,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A3,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A316,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A4,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A40,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A41,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
City Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:37:43.001459
A1,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A10,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A12,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A13,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A2,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A20,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A21,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A23,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A24,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A3,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A316,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A4,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A40,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A41,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
City Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
Southern River Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
Western Cross Route,Good,No Exceptional Delays,2025-11-09 20:38:43.428295
A1,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A10,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A12,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A13,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A2,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A20,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
South Circular (A205),Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A21,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A23,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A24,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A3,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A316,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A4,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A40,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
North Circular (A406),Good,No Exceptional Delays,2025-11-09 20:39:44.715377
A41,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
Bishopsgate Cross Route,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
Blackwall Tunnel,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
City Route,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
Farringdon Cross Route,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
Inner Ring,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
Silvertown Tunnel,Good,No Exceptional Delays,2025-11-09 20:39:44.715377
